state,lga,ward
Akwa ibom,Ukanafun,Northern afaha 1
Akwa ibom,Ukanafun,Northern afaha 11
Akwa ibom,Ukanafun,Northern ukanafun 1
Akwa ibom,Ukanafun,Northern ukanafun 11
Akwa ibom,Ukanafun,"Southern afaha, adat ifang 1"
Akwa ibom,Ukanafun,"Southern afaha, adat ifang 11"
Akwa ibom,Ukanafun,"Southern afaha, adat ifang 111"
Akwa ibom,Ukanafun,"Southern afaha, adat ifang 1v"
Akwa ibom,Ukanafun,Southern ukanafun 1
Akwa ibom,Ukanafun,Southern ukanafun 11
Akwa ibom,Ukanafun,Ukanafun urban
Akwa ibom,Uruan,Central uruan 11
Akwa ibom,Uruan,Centyral uruan 1
Akwa ibom,Uruan,Centyral uruan 111
Akwa ibom,Uruan,Northern uruan 1
Akwa ibom,Uruan,Northern uruan 11
Akwa ibom,Uruan,Southern uruan 1
Akwa ibom,Uruan,Southern uruan 11
Akwa ibom,Uruan,Southern uruan 111
Akwa ibom,Uruan,Southern uruan iv
Akwa ibom,Uruan,Southern uruan v
Akwa ibom,Uruan,Southern uruan v1
Akwa ibom,Urue offong oruko,Oruko 1
Akwa ibom,Urue offong oruko,Oruko 11
Akwa ibom,Urue offong oruko,Oruko 111
Akwa ibom,Urue offong oruko,Oruko 1v
Akwa ibom,Urue offong oruko,Oruko v
Akwa ibom,Urue offong oruko,Urue offong 1
Akwa ibom,Urue offong oruko,Urue offong 11
Akwa ibom,Urue offong oruko,Urue offong 111
Akwa ibom,Urue offong oruko,Urue offong 1v
Akwa ibom,Urue offong oruko,Urue offong v
Akwa ibom,Uyo,Etoi 1
Akwa ibom,Uyo,Etoi 11
Akwa ibom,Uyo,Ikono 1
Akwa ibom,Uyo,Ikono 11
Akwa ibom,Uyo,Offot 1
Akwa ibom,Uyo,Offot 11
Akwa ibom,Uyo,Oku 1
Akwa ibom,Uyo,Oku 11
Akwa ibom,Uyo,Uyo urban 1
Akwa ibom,Uyo,Uyo urban 11
Akwa ibom,Uyo,Uyo urban 111
Anambra,Aguata,Achina i
Anambra,Aguata,Achina ii
Anambra,Aguata,Agulueze chukwu
Anambra,Aguata,Akpo
Anambra,Aguata,Amesi
Anambra,Aguata,Ekwulobia i
Anambra,Aguata,Ekwulobia ii
Anambra,Aguata,Ezinifite i
Anambra,Aguata,Ezinifite ii
Anambra,Aguata,Igbo - ukwu ii
Anambra,Aguata,Igbo-ukwu i
Anambra,Aguata,Ikenga
Anambra,Aguata,Isuofia
Anambra,Aguata,Nkpologwu
Anambra,Aguata,Oreri
Anambra,Aguata,Uga i
Anambra,Aguata,Uga ii
Anambra,Aguata,Umuchu i
Anambra,Aguata,Umuchu ii
Anambra,Aguata,Umuona
Anambra,Anambra east,Aguleri
Anambra,Anambra east,Aguleri ii
Anambra,Anambra east,Enugwu-otu
Anambra,Anambra east,Eziagulu-otu
Anambra,Anambra east,Igbariam
Anambra,Anambra east,Nando i
Anambra,Anambra east,Nando ii
Anambra,Anambra east,Nando iii
Anambra,Anambra east,Nsugbe i
Anambra,Anambra east,Nsugbe ii
Anambra,Anambra east,Otuocha i
Anambra,Anambra east,Otuocha ii
Anambra,Anambra east,Umuleri ii
Anambra,Anambra east,Umuoba-anam
Anambra,Anambra east,Umureli i
Anambra,Anambra west,Ezi-anam
Anambra,Anambra west,Ifite-anam
Anambra,Anambra west,Nzam
Anambra,Anambra west,Olumbanasa - ode
Anambra,Anambra west,Olumbanasa-inoma
Anambra,Anambra west,Oroma etiti-anam
Anambra,Anambra west,Umuenwelum-anam
Anambra,Anambra west,Umueze-anam i
Anambra,Anambra west,Umueze-anam ii
Anambra,Anambra west,Umuoba-anam
Anambra,Anaocha,Adazi ani i
Anambra,Anaocha,Adazi ani ii
Anambra,Anaocha,Adazi enu i
Anambra,Anaocha,Adazi enu ii
Anambra,Anaocha,Adazi nnukwu i
Anambra,Anaocha,Adazi nnukwu ii
Anambra,Anaocha,Agulu iv
Anambra,Anaocha,Agulu i
Anambra,Anaocha,Agulu ii
Anambra,Anaocha,Agulu iii
Anambra,Anaocha,Agulu uzoigbo
Anambra,Anaocha,Akwaeze
Anambra,Anaocha,Ichida i
Anambra,Anaocha,Ichida ii
Anambra,Anaocha,Neni i
Anambra,Anaocha,Neni ii
Anambra,Anaocha,Nri i
Anambra,Anaocha,Nri ii
Anambra,Anaocha,Obeledu
Anambra,Awka north,Achalla i
Anambra,Awka north,Achalla i1
Anambra,Awka north,Achalla i1i
Anambra,Awka north,Amansea
Anambra,Awka north,Amanuke
Anambra,Awka north,Awba-ofemmili
Anambra,Awka north,Ebenebe i
Anambra,Awka north,Ebenebe ii
Anambra,Awka north,Ebenebe iii
Anambra,Awka north,Isu aniocha
Anambra,Awka north,Mabakwu i (anezike)
Anambra,Awka north,Ugbene
Anambra,Awka north,Ugbenu
Anambra,Awka north,Urum
Anambra,Awka south,Agu oka
Anambra,Awka south,Amawbia i
Anambra,Awka south,Amawbia ii
Anambra,Awka south,Amawbia iii
Anambra,Awka south,Awka i
Anambra,Awka south,Awka ii
Anambra,Awka south,Awka iii
Anambra,Awka south,Awka iv
Anambra,Awka south,Awka v
Anambra,Awka south,Awka vi
Anambra,Awka south,Awka vii
Anambra,Awka south,Ezinato/isiagu
Anambra,Awka south,Mba-ukwu
Anambra,Awka south,Nibo i
Anambra,Awka south,Nibo ii
Anambra,Awka south,Nibo iii
Anambra,Awka south,Nise i
Anambra,Awka south,Nise ii
Anambra,Awka south,Okpuno
Anambra,Awka south,Umuawulu
Anambra,Ayamelum,Anaku
Anambra,Ayamelum,Ifite ogwari i
Anambra,Ayamelum,Ifite ogwari ii
Anambra,Ayamelum,Igbakwu
Anambra,Ayamelum,Omasi
Anambra,Ayamelum,Omor i
Anambra,Ayamelum,Omor ii
Anambra,Ayamelum,Omor iii
Anambra,Ayamelum,Ume rum
Anambra,Ayamelum,Umueje umueje
Anambra,Ayamelum,Umumbo
Anambra,Dunukofia,Akwa
Anambra,Dunukofia,Ifitedunu i
Anambra,Dunukofia,Ifitedunu ii
Anambra,Dunukofia,Nawgu i
Anambra,Dunukofia,Nawgu ii
Anambra,Dunukofia,Ukpo i
Anambra,Dunukofia,Ukpo ii
Anambra,Dunukofia,Ukpo iii
Anambra,Dunukofia,Ukwulu i
Anambra,Dunukofia,Ukwulu ii
Anambra,Dunukofia,Umudioka i
Anambra,Dunukofia,Umudioka ii
Anambra,Dunukofia,Umunnachi i
Anambra,Dunukofia,Umunnachi ii
Anambra,Ekwusigo,Amakwa ii
Anambra,Ekwusigo,Ichi
Anambra,Ekwusigo,Ihembosi/anaubahu
Anambra,Ekwusigo,Ihiteoha
Anambra,Ekwusigo,Oraifite i
Anambra,Ekwusigo,Oraifite ii
Anambra,Ekwusigo,Oraifite iii
Anambra,Ekwusigo,Ozubulu i
Anambra,Ekwusigo,Ozubulu ii
Anambra,Ekwusigo,Ozubulu iii
Anambra,Ekwusigo,Ozubulu iv
Anambra,Ekwusigo,Ozubulu v
Anambra,Idemili north,Abacha
Anambra,Idemili north,Abatete
Anambra,Idemili north,Eziowele
Anambra,Idemili north,Ideani
Anambra,Idemili north,Nkpor i
Anambra,Idemili north,Nkpor ii
Anambra,Idemili north,Obosi
Anambra,Idemili north,Ogidi i
Anambra,Idemili north,Ogidi ii
Anambra,Idemili north,Oraukwu
Anambra,Idemili north,Uke
Anambra,Idemili north,Umuoji
Anambra,Idemili-south,Akwukwu
Anambra,Idemili-south,Alor i
Anambra,Idemili-south,Alor ii
Anambra,Idemili-south,Awka-etiti i
Anambra,Idemili-south,Awka-etiti ii
Anambra,Idemili-south,Nnobi iii
Anambra,Idemili-south,Nnobi i
Anambra,Idemili-south,Nnobi ii
Anambra,Idemili-south,Nnokwa
Anambra,Idemili-south,Oba i
Anambra,Idemili-south,Oba ii
Anambra,Idemili-south,Ojoto
Anambra,Ihala,Amamu i
Anambra,Ihala,Amamu ii
Anambra,Ihala,Amorka
Anambra,Ihala,Azia
Anambra,Ihala,Ihite
Anambra,Ihala,Isseke
Anambra,Ihala,Lilu
Anambra,Ihala,Mbosi
Anambra,Ihala,Ogbolo
Anambra,Ihala,Okija i
Anambra,Ihala,Okija ii
Anambra,Ihala,Okija iii
Anambra,Ihala,Okija iv
Anambra,Ihala,Okija v
Anambra,Ihala,Orsumoghu
Anambra,Ihala,Ubuluisiuzo
Anambra,Ihala,Uli i
Anambra,Ihala,Uli ii
Anambra,Ihala,Uli iii
Anambra,Ihala,Uzoakwa
Anambra,Njikoka,Abagana i
Anambra,Njikoka,Abagana ii
Anambra,Njikoka,Abagana iii
Anambra,Njikoka,Abagana iv
Anambra,Njikoka,Abba i
Anambra,Njikoka,Abba ii
Anambra,Njikoka,Enugwu ukwu i
Anambra,Njikoka,Enugwu ukwu ii
Anambra,Njikoka,Enugwu ukwu iii
Anambra,Njikoka,Enugwu ukwu iv
Anambra,Njikoka,Enugwu-agidi i
Anambra,Njikoka,Enugwu-agidi ii
Anambra,Njikoka,Nawfia i
Anambra,Njikoka,Nawfia ii
Anambra,Njikoka,Nimo i
Anambra,Njikoka,Nimo ii
Anambra,Njikoka,Nimo iii
Anambra,Njikoka,Nimo iv
Anambra,Nnewi north,Nnewi-ichi i
Anambra,Nnewi north,Nnewi-ichi ii
Anambra,Nnewi north,Otolo i
Anambra,Nnewi north,Otolo iii
Anambra,Nnewi north,Otolo ii
Anambra,Nnewi north,Umudim i
Anambra,Nnewi north,Umudim ii
Anambra,Nnewi north,Uruagu i
Anambra,Nnewi north,Uruagu ii
Anambra,Nnewi north,Uruagu iii
Anambra,Nnewi south,Akwa-ihedi
Anambra,Nnewi south,Amichi i
Anambra,Nnewi south,Amichi ii
Anambra,Nnewi south,Amichi iii
Anambra,Nnewi south,Azuigbo
Anambra,Nnewi south,Ebenator
Anambra,Nnewi south,Ekwulumili
Anambra,Nnewi south,Ezinifite
Anambra,Nnewi south,Ezinifite i
Anambra,Nnewi south,Ezinifite ii
Anambra,Nnewi south,Ezinifite iii
Anambra,Nnewi south,Osumenyi i
Anambra,Nnewi south,Osumenyi ii
Anambra,Nnewi south,Ukpor i
Anambra,Nnewi south,Ukpor ii
Anambra,Nnewi south,Ukpor iii
Anambra,Nnewi south,Ukpor iv
Anambra,Nnewi south,Ukpor v
Anambra,Nnewi south,Ukpor vi
Anambra,Nnewi south,Unubi
Anambra,Nnewi south,Utuh
Anambra,Ogbaru,Akili - ozizor
Anambra,Ogbaru,Akili ogidi/obeagwe
Anambra,Ogbaru,Atani i
Anambra,Ogbaru,Atani ii
Anambra,Ogbaru,Iyiowa/odekpe/ohita
Anambra,Ogbaru,Ochuche-umuodu/ogbakuba/amiyi
Anambra,Ogbaru,Ogwu-ikpele
Anambra,Ogbaru,Ogwuaniocha
Anambra,Ogbaru,Okpoko i
Anambra,Ogbaru,Okpoko ii
Anambra,Ogbaru,Okpoko iii
Anambra,Ogbaru,Okpoko iv
Anambra,Ogbaru,Okpoko v
Anambra,Ogbaru,Okpoko vi
Anambra,Ogbaru,Ossomala
Anambra,Ogbaru,Umunankwo/mputu
Anambra,Onitsha -south,Bridge head i
Anambra,Onitsha -south,Bridge head ii
Anambra,Onitsha -south,Bridge head iii
Anambra,Onitsha -south,Fegge 1
Anambra,Onitsha -south,Fegge 1v
Anambra,Onitsha -south,Fegge ii
Anambra,Onitsha -south,Fegge iii
Anambra,Onitsha -south,Fegge v
Anambra,Onitsha -south,Fegge vi
Anambra,Onitsha -south,Fegge vii
Anambra,Onitsha -south,Odoakpu i
Anambra,Onitsha -south,Odoakpu ii
Anambra,Onitsha -south,Odoakpu iii
Anambra,Onitsha -south,Odoakpu iv
Anambra,Onitsha -south,Odoakpu v
Anambra,Onitsha -south,Odoakpu vi
Anambra,Onitsha -south,Odoakpu vii
Anambra,Onitsha-north,American quarters
Anambra,Onitsha-north,G.r.a
Anambra,Onitsha-north,Inland town i
Anambra,Onitsha-north,Inland town ii
Anambra,Onitsha-north,Inland town iii
Anambra,Onitsha-north,Inland town iv
Anambra,Onitsha-north,Inland town v
Anambra,Onitsha-north,Inland town vi
Anambra,Onitsha-north,Inland town vii
Anambra,Onitsha-north,Inland town viii`
Anambra,Onitsha-north,Ogbe umuonicha
Anambra,Onitsha-north,Trans nkisi
Anambra,Onitsha-north,Water-side central 1
Anambra,Onitsha-north,Water-side central ii
Anambra,Onitsha-north,Woluwo layout
Anambra,Orumba south,Agbudu
Anambra,Orumba south,Akpu
Anambra,Orumba south,Enugu/umonyia
Anambra,Orumba south,Eziagu
Anambra,Orumba south,Ezira
Anambra,Orumba south,Ihite
Anambra,Orumba south,Isulo
Anambra,Orumba south,Nawfija
Anambra,Orumba south,Nkerehi
Anambra,Orumba south,Ogboji
Anambra,Orumba south,Ogbunka i
Anambra,Orumba south,Ogbunka ii
Anambra,Orumba south,Owerre-ezukala i
Anambra,Orumba south,Owerre-ezukala ii
Anambra,Orumba south,Umunze i
Anambra,Orumba south,Umunze ii
Anambra,Orumba south,Umunze iii
Anambra,Orumba south,Umuomaku
Anambra,Orumba north,Ajalli i (obinikpa and umueve)
Anambra,Orumba north,Ajalli ii (umuabiama and amaga)
Anambra,Orumba north,Amaetiti
Anambra,Orumba north,Amaokpala / omogho
Anambra,Orumba north,Awa
Anambra,Orumba north,Awgbu i
Anambra,Orumba north,Awgbu ii
Anambra,Orumba north,Nanka i
Anambra,Orumba north,Nanka ii
Anambra,Orumba north,Ndi okpalaeze
Anambra,Orumba north,Ndikelionwu
Anambra,Orumba north,Ndiokolo/ndiokpaleke
Anambra,Orumba north,Ndiowu
Anambra,Orumba north,Ndiukwuenu/okpeze
Anambra,Orumba north,Oko ii
Anambra,Orumba north,Oko i
Anambra,Orumba north,Ufuma i
Anambra,Orumba north,Ufuma ii
Anambra,Oyi,Awkuzu i
Anambra,Oyi,Awkuzu ii
Anambra,Oyi,Awkuzu iii
Anambra,Oyi,Awkuzu iv
Anambra,Oyi,Nkwelle ezunaka i
Anambra,Oyi,Nkwelle ezunaka ii
Anambra,Oyi,Nteje i
Anambra,Oyi,Nteje ii
Anambra,Oyi,Nteje iii
Anambra,Oyi,Nteje iv
Anambra,Oyi,Nteje v
Anambra,Oyi,Ogbunike i
Anambra,Oyi,Ogbunike ii
Anambra,Oyi,Umunya i
Anambra,Oyi,Umunya ii
Bauchi,Alkaleri,Alkaleri
Bauchi,Alkaleri,Birin/ gigara/ yankari
Bauchi,Alkaleri,Dan kungibar
Bauchi,Alkaleri,Futuk
Bauchi,Alkaleri,Gar
Bauchi,Alkaleri,Gwana / mansur
Bauchi,Alkaleri,Gwaram
Bauchi,Alkaleri,Maimadi
Bauchi,Alkaleri,Pali
Bauchi,Alkaleri,Yalo
Bauchi,Alkaleri,Yuli/ lim
Bauchi,Bauchi,Birshi/miri
Bauchi,Bauchi,Dan'iya hardo
Bauchi,Bauchi,Dandango/yamrat
Bauchi,Bauchi,Dawaki
Bauchi,Bauchi,Galambi/gwaskwaram
Bauchi,Bauchi,Kangyare/turwun
Bauchi,Bauchi,Kundum/durum
Bauchi,Bauchi,Majidadi 'a'
Bauchi,Bauchi,Majidadi 'b'
Bauchi,Bauchi,Makama/sarki baki
Bauchi,Bauchi,Mun/munsal
Bauchi,Bauchi,Zungur/liman katagum
Bauchi,Bogoro,"B o i ""a"""
Bauchi,Bogoro,"B o i ""b"""
Bauchi,Bogoro,"B o i ""c"""
Bauchi,Bogoro,"Bogoro ""a"""
Bauchi,Bogoro,"Bogoro ""b"""
Bauchi,Bogoro,"Bogoro ""c"""
Bauchi,Bogoro,"Bogoro ""d"""
Bauchi,Bogoro,"Lusa ""a"""
Bauchi,Bogoro,"Lusa ""b"""
Bauchi,Bogoro,"Lusa ""c"""
Bauchi,Dambam,Dagauda
Bauchi,Dambam,Dambam
Bauchi,Dambam,Gargawa
Bauchi,Dambam,Garuza
Bauchi,Dambam,Gurbana
Bauchi,Dambam,Jalam central
Bauchi,Dambam,Jalam east
Bauchi,Dambam,Yame
Bauchi,Dambam,Yanda
Bauchi,Dambam,Zaura
Bauchi,Darazo,Darazo
Bauchi,Darazo,Gabarin
Bauchi,Darazo,Gabciyari
Bauchi,Darazo,Konkiyal
Bauchi,Darazo,Lago
Bauchi,Darazo,Lanzai
Bauchi,Darazo,Papa
Bauchi,Darazo,Sade
Bauchi,Darazo,Tauya
Bauchi,Darazo,Wahu
Bauchi,Darazo,Yautare
Bauchi,Dass,Bagel/bajar
Bauchi,Dass,Baraza
Bauchi,Dass,Bundot
Bauchi,Dass,Bununu central
Bauchi,Dass,Bununu south
Bauchi,Dass,Dott
Bauchi,Dass,Durr
Bauchi,Dass,Polchi
Bauchi,Dass,Wandi
Bauchi,Dass,Zumbul/lukshi
Bauchi,Gamawa,Alagarno/jadori
Bauchi,Gamawa,Gadiya
Bauchi,Gamawa,Gamawa
Bauchi,Gamawa,Gololo
Bauchi,Gamawa,Kafin romi
Bauchi,Gamawa,Kubdiya
Bauchi,Gamawa,Raga
Bauchi,Gamawa,Tarmasuwa
Bauchi,Gamawa,Tumbi
Bauchi,Gamawa,Udubo
Bauchi,Gamawa,Zindi
Bauchi,Ganjuwa,Ganjuwa
Bauchi,Ganjuwa,Gungura
Bauchi,Ganjuwa,Kafin madaki
Bauchi,Ganjuwa,Kariya
Bauchi,Ganjuwa,Kubi east
Bauchi,Ganjuwa,Kubi west
Bauchi,Ganjuwa,Miya east
Bauchi,Ganjuwa,Miya west
Bauchi,Ganjuwa,Nasarawa south
Bauchi,Ganjuwa,Nasarawa north
Bauchi,Ganjuwa,Yali
Bauchi,Giade,Chinkani
Bauchi,Giade,Doguwa south
Bauchi,Giade,Doguwa central
Bauchi,Giade,Giade
Bauchi,Giade,Isawa
Bauchi,Giade,Sabon sara
Bauchi,Giade,"U. zum ""a"""
Bauchi,Giade,"Uzum ""b"""
Bauchi,Giade,Zabi
Bauchi,Giade,Zirrami
Bauchi,Itas/gadau,Abdallawa/magarya
Bauchi,Itas/gadau,Bambal
Bauchi,Itas/gadau,Bilkicheri
Bauchi,Itas/gadau,Buzawa
Bauchi,Itas/gadau,Gadau
Bauchi,Itas/gadau,Gwarai
Bauchi,Itas/gadau,Itas
Bauchi,Itas/gadau,Kashuri
Bauchi,Itas/gadau,Mashema
Bauchi,Itas/gadau,Zubuki
Bauchi,Jama'are,"Dogon jeji ""a"""
Bauchi,Jama'are,"Dogon jeji ""b"""
Bauchi,Jama'are,"Dogon jeji ""c"""
Bauchi,Jama'are,Galdimari
Bauchi,Jama'are,Hanafari
Bauchi,Jama'are,"Jama'are ""a"""
Bauchi,Jama'are,"Jama'are ""b"""
Bauchi,Jama'are,"Jama'are ""c"""
Bauchi,Jama'are,"Jama'are ""d"""
Bauchi,Jama'are,Jurara
Bauchi,Katagum,Bulkachuwa/dagaro
Bauchi,Katagum,Buskuri
Bauchi,Katagum,Chinade
Bauchi,Katagum,Gambaki/bidir
Bauchi,Katagum,Madachi/gangai
Bauchi,Katagum,Madangala
Bauchi,Katagum,Madara
Bauchi,Katagum,Nasarawa bakin kasuwa
Bauchi,Katagum,Ragwam/magonshi
Bauchi,Katagum,Tsakuwa kofar gabas/ kofar kuka
Bauchi,Katagum,Yayu
Bauchi,Kirfi,Badara
Bauchi,Kirfi,Bara
Bauchi,Kirfi,"Beni ""a"""
Bauchi,Kirfi,"Beni ""b"""
Bauchi,Kirfi,Dewu central
Bauchi,Kirfi,Dewu east
Bauchi,Kirfi,Kirfi
Bauchi,Kirfi,Shango
Bauchi,Kirfi,Tubule
Bauchi,Kirfi,Wanka
Bauchi,Misau,Ajilin/gugulin
Bauchi,Misau,Beti
Bauchi,Misau,Gwaram
Bauchi,Misau,Hardawa
Bauchi,Misau,Jarkasa
Bauchi,Misau,Kukadi/gundari
Bauchi,Misau,Sarma/akuyam
Bauchi,Misau,Sirko
Bauchi,Misau,Tofu
Bauchi,Misau,Zadawa
Bauchi,Ningi,Balma
Bauchi,Ningi,Bashe
Bauchi,Ningi,Burra / kyata
Bauchi,Ningi,Dingis
Bauchi,Ningi,Jangu
Bauchi,Ningi,Kudu / yamma
Bauchi,Ningi,Kurmi
Bauchi,Ningi,Nasaru
Bauchi,Ningi,Ningi
Bauchi,Ningi,Sama
Bauchi,Ningi,Tiffi / guda
Bauchi,Shira,Andubun
Bauchi,Shira,Beli/gagidaba
Bauchi,Shira,Bukul/bangire
Bauchi,Shira,Disina
Bauchi,Shira,Faggo
Bauchi,Shira,Kilbori
Bauchi,Shira,Sambuwal
Bauchi,Shira,Shira
Bauchi,Shira,Tsafi
Bauchi,Shira,Tumfafi
Bauchi,Shira,Zubo
Bauchi,Tafawa balewa,Ball
Bauchi,Tafawa balewa,Bula
Bauchi,Tafawa balewa,Bununu
Bauchi,Tafawa balewa,Dajin
Bauchi,Tafawa balewa,Dull
Bauchi,Tafawa balewa,"Kardam ""a"""
Bauchi,Tafawa balewa,"Kardam ""b"""
Bauchi,Tafawa balewa,Lere south
Bauchi,Tafawa balewa,Lere north
Bauchi,Tafawa balewa,Tapshin
Bauchi,Tafawa balewa,Wai
Bauchi,Toro,Jama'a / zaranda
Bauchi,Toro,Lame
Bauchi,Toro,Mara / palama
Bauchi,Toro,Rahama
Bauchi,Toro,Rauta / geji
Bauchi,Toro,Ribina
Bauchi,Toro,Tama
Bauchi,Toro,Tilden fulani
Bauchi,Toro,Toro / tulai
Bauchi,Toro,Wonu
Bauchi,Toro,Zalau / rishi
Bauchi,Warji,Baima south/east
Bauchi,Warji,Baima north / west
Bauchi,Warji,Dagu east
Bauchi,Warji,Dagu west
Bauchi,Warji,Gabanga
Bauchi,Warji,Katanga
Bauchi,Warji,Kilbori
Bauchi,Warji,Rangan
Bauchi,Warji,Tiyin
Bauchi,Warji,Tudun wada west
Bauchi,Zaki,Alangawari / kafin / larabawa
Bauchi,Zaki,Bursali
Bauchi,Zaki,Gumai
Bauchi,Zaki,Katagum
Bauchi,Zaki,Mainako
Bauchi,Zaki,Maiwa
Bauchi,Zaki,Makawa
Bauchi,Zaki,Murmur south
Bauchi,Zaki,Murmur north
Bauchi,Zaki,Sakwa
Bauchi,Zaki,Tashena / gadai
Bayelsa,Brass,Brass 1
Bayelsa,Brass,Brass ward ii
Bayelsa,Brass,Cape farmosa
Bayelsa,Brass,Ewoama/fantuo
Bayelsa,Brass,Konsho
Bayelsa,Brass,Minibie
Bayelsa,Brass,Odioma/diema
Bayelsa,Brass,Okpoama
Bayelsa,Brass,Os-inibiri
Bayelsa,Brass,Sangana
Bayelsa,Ekeremor,Eduwini i
Bayelsa,Ekeremor,Eduwini ii
Bayelsa,Ekeremor,Oporomor i
Bayelsa,Ekeremor,Oporomor ii
Bayelsa,Ekeremor,Oporomor iii
Bayelsa,Ekeremor,Oporomor iv
Bayelsa,Ekeremor,Oporomor v
Bayelsa,Ekeremor,Oyiakiri i
Bayelsa,Ekeremor,Oyiakiri ii
Bayelsa,Ekeremor,Oyiakiri iii
Bayelsa,Ekeremor,Oyiakiri iv
Bayelsa,Ekeremor,Tarakiri
Bayelsa,Kolokuma/opokuma,Igbedi
Bayelsa,Kolokuma/opokuma,Kaiama
Bayelsa,Kolokuma/opokuma,Kaiama/olobiri
Bayelsa,Kolokuma/opokuma,Odi (central) ii
Bayelsa,Kolokuma/opokuma,Odi (north) i
Bayelsa,Kolokuma/opokuma,Odi (south) iii
Bayelsa,Kolokuma/opokuma,Okoloba (sabagreia) ii
Bayelsa,Kolokuma/opokuma,Opokuma north
Bayelsa,Kolokuma/opokuma,Opokumasouth
Bayelsa,Kolokuma/opokuma,Sampou/kalama
Bayelsa,Kolokuma/opokuma,Seibokorogha (sabagreia) 1
Bayelsa,Nembe,Bassambiri 1
Bayelsa,Nembe,Bassambiri 11
Bayelsa,Nembe,Bassambiri 111
Bayelsa,Nembe,Bassambiri 1v
Bayelsa,Nembe,Igbeta-ewoama/fantuo
Bayelsa,Nembe,Ikensi
Bayelsa,Nembe,Mini
Bayelsa,Nembe,Ogbolomabiri 1
Bayelsa,Nembe,Ogbolomabiri 11
Bayelsa,Nembe,Ogbolomabiri 111
Bayelsa,Nembe,Okoroma 1
Bayelsa,Nembe,Okoroma 11
Bayelsa,Nembe,Oluasiri
Bayelsa,Ogbia,Anyama
Bayelsa,Ogbia,Emeyal
Bayelsa,Ogbia,Imiringi
Bayelsa,Ogbia,Kolo
Bayelsa,Ogbia,Ogbia
Bayelsa,Ogbia,Okodi
Bayelsa,Ogbia,Ologi
Bayelsa,Ogbia,Oloibiri
Bayelsa,Ogbia,Opume
Bayelsa,Ogbia,Otakeme
Bayelsa,Ogbia,Otuabula
Bayelsa,Ogbia,Otuasega
Bayelsa,Ogbia,Otuokpoti
Bayelsa,Sagbama,Adagbabiri
Bayelsa,Sagbama,Adoni
Bayelsa,Sagbama,Agbere
Bayelsa,Sagbama,Agoro
Bayelsa,Sagbama,Angalabiri
Bayelsa,Sagbama,Asamabiri
Bayelsa,Sagbama,Ebedebiri
Bayelsa,Sagbama,Ofoni i
Bayelsa,Sagbama,Ofoni ii
Bayelsa,Sagbama,Osekwenike
Bayelsa,Sagbama,Ossiama
Bayelsa,Sagbama,Sagbama
Bayelsa,Sagbama,Toru-ebeni
Bayelsa,Sagbama,Trofani
Bayelsa,Southern ijaw,Amassoma i
Bayelsa,Southern ijaw,Amassoma ii
Bayelsa,Southern ijaw,Amassoma iii
Bayelsa,Southern ijaw,Apoi
Bayelsa,Southern ijaw,Central boma i
Bayelsa,Southern ijaw,Central boma ii
Bayelsa,Southern ijaw,East boma i
Bayelsa,Southern ijaw,East boma ii
Bayelsa,Southern ijaw,Foropa
Bayelsa,Southern ijaw,Koluama
Bayelsa,Southern ijaw,Olodiama i
Bayelsa,Southern ijaw,Olodiama ii
Bayelsa,Southern ijaw,Oporoma ii
Bayelsa,Southern ijaw,Oporoma 1
Bayelsa,Southern ijaw,Otuan
Bayelsa,Southern ijaw,Ukubie
Bayelsa,Southern ijaw,West boma
Bayelsa,Yenagoa,Attissa i
Bayelsa,Yenagoa,Attissa ii
Bayelsa,Yenagoa,Attissa iii
Bayelsa,Yenagoa,Biseni 1
Bayelsa,Yenagoa,Biseni 11
Bayelsa,Yenagoa,Ekpetiama 11
Bayelsa,Yenagoa,Ekpetiama i
Bayelsa,Yenagoa,Epie 11
Bayelsa,Yenagoa,Epie i
Bayelsa,Yenagoa,Epie iii
Bayelsa,Yenagoa,Gbarain i
Bayelsa,Yenagoa,Gbarain ii
Bayelsa,Yenagoa,Gbarain iii
Bayelsa,Yenagoa,Okordia
Bayelsa,Yenagoa,Zarama
Benue,Ado,Akoge/ogbilolo
Benue,Ado,Apa
Benue,Ado,Ekile
Benue,Ado,Igumale i
Benue,Ado,Igumale ii
Benue,Ado,Ijigban
Benue,Ado,Ogege
Benue,Ado,Royongo
Benue,Ado,Ukwonyo
Benue,Ado,Ulayi
Benue,Agatu,Egba
Benue,Agatu,Enungba
Benue,Agatu,Obagaji
Benue,Agatu,Odugbeho
Benue,Agatu,Ogbaulu
Benue,Agatu,Ogwule ogbaulu
Benue,Agatu,Ogwule-kaduna
Benue,Agatu,Okokolo
Benue,Agatu,Oshigbudu
Benue,Agatu,Usha
Benue,Apa,Akpete/ojantelle
Benue,Apa,Auke
Benue,Apa,Edikwu i
Benue,Apa,Edikwu ii
Benue,Apa,Igah-okpaya
Benue,Apa,Igoro
Benue,Apa,Ikobi
Benue,Apa,Oba
Benue,Apa,Ofoke
Benue,Apa,Oiji
Benue,Apa,Ugbokpo
Benue,Buruku,Binev
Benue,Buruku,Etulo
Benue,Buruku,Mbaade
Benue,Buruku,Mbaakura
Benue,Buruku,Mbaapen
Benue,Buruku,Mbaatirkyaa
Benue,Buruku,Mbaazagee
Benue,Buruku,Mbaikyongo/nyifon
